,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
28847,55,Private,276229,Bachelors,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
28848,35,Private,289106,Associate,12,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
28849,67,Other-service,39100,High School,9,Married,Other-service,Wife,White,Female,0,0,5,United-States,<=50K
28850,45,Private,192776,Bachelors,13,Married,Craft-repair,Husband,White,Male,7298,0,55,United-States,>50K
28851,61,Private,147280,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
28852,18,Private,187770,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
28853,51,State-gov,213296,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28854,37,Self-emp-not-inc,107410,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28855,21,Other-service,170272,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
28856,32,Private,86808,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
28857,48,Private,149210,High School,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,45,United-States,<=50K
28858,62,Private,123411,Compulsory,4,Married,Transport-moving,Husband,White,Male,0,0,53,United-States,<=50K
28859,21,Other-service,306779,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
28860,28,Private,487347,High School,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
28861,19,Private,283945,Compulsory,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1602,45,United-States,<=50K
28862,20,Private,375698,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
28863,41,Private,271753,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28864,29,Private,251854,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28865,47,Private,264052,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
28866,43,State-gov,28451,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
28867,20,Private,282604,Bachelors,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States,<=50K
28868,29,Private,185908,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,0,55,United-States,>50K
28869,51,Federal-gov,198186,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28870,40,Private,242521,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28871,26,Private,337940,Compulsory,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,<=50K
28872,30,Private,212064,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
28873,36,Private,129263,High School,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
28874,68,Local-gov,144761,High School,9,Widowed,Protective-serv,Not-in-family,White,Male,0,1668,20,United-States,<=50K
28875,42,Private,109912,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
28876,41,Private,113324,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
28877,43,Private,187795,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28878,20,Private,173724,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
28879,43,Private,185129,Bachelors,13,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
28880,53,Private,73134,High School,9,Married,Sales,Husband,White,Male,15024,0,60,United-States,>50K
28881,45,Private,236040,Bachelors,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28882,39,Private,74194,High School,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
28883,31,Local-gov,102130,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
28884,23,Private,140915,Bachelors,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
28885,69,Other-service,107575,High School,9,Divorced,Other-service,Not-in-family,White,Female,2964,0,35,United-States,<=50K
28886,38,State-gov,34364,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28887,37,Self-emp-not-inc,258037,High School,9,Married,Transport-moving,Husband,White,Male,0,0,45,Cuba,>50K
28888,18,Private,391585,High School,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
28889,41,Self-emp-not-inc,233130,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,45,Mexico,<=50K
28890,30,Private,101345,Bachelors,13,Married,Sales,Wife,White,Female,3103,0,55,United-States,>50K
28891,23,Other-service,32897,Associate,12,Married,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
28892,26,Private,248612,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
28893,37,Private,212465,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28894,25,Private,198587,Bachelors,10,Never-married,Tech-support,Not-in-family,Black,Female,2174,0,50,United-States,<=50K
28895,33,Private,405913,Bachelors,10,Married,Prof-specialty,Husband,White,Male,0,0,40,Others,>50K
28896,37,Private,588003,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
28897,31,Private,46807,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
28898,27,Private,210498,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
28899,35,Private,206951,Masters,14,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
28900,28,Self-emp-not-inc,237466,Bachelors,10,Married,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
28901,59,Private,279636,High School,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,Others,<=50K
28902,42,Private,29320,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
28903,50,Private,271262,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28904,27,Other-service,29361,Associate,12,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
28905,32,Private,76773,Bachelors,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
28906,27,Private,109004,High School,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
28907,43,Private,226902,Bachelors,13,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
28908,46,Private,176552,Compulsory,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
28909,41,Private,182303,Bachelors,10,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
28910,59,Local-gov,296253,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,60,United-States,>50K
28911,20,Private,218215,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
28912,57,Private,165695,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,Others,>50K
28913,46,Self-emp-not-inc,51271,High School,9,Married,Farming-fishing,Husband,White,Male,4386,0,70,United-States,<=50K
28914,45,Private,96100,Compulsory,4,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
28915,29,Local-gov,82393,High School,9,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,1590,45,United-States,<=50K
28916,23,Private,248978,Compulsory,7,Married,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
28917,46,Private,254367,High School,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1590,48,United-States,<=50K
28918,55,Other-service,200235,High School,9,Married,Other-service,Husband,White,Male,0,0,50,United-States,>50K
28919,58,Private,94429,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28920,38,Private,87282,Associate,11,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28921,29,Private,119793,Bachelors,10,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
28922,57,Other-service,85815,High School,9,Divorced,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
28923,26,Local-gov,197764,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28924,42,Private,306982,Bachelors,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
28925,61,Private,80896,High School,9,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
28926,31,Private,197886,Bachelors,10,Married,Sales,Husband,White,Male,15024,0,45,United-States,>50K
28927,43,Private,355728,High School,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
28928,47,Private,121124,Bachelors,13,Married,Craft-repair,Husband,White,Male,15024,0,50,United-States,>50K
28929,51,State-gov,193720,High School,9,Married,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
28930,23,Private,347292,High School,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28931,24,Private,34506,High School,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
28932,25,Private,326370,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,Others,<=50K
28933,22,Other-service,269221,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
28934,38,Private,63509,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
28935,48,Private,148254,High School,9,Married,Handlers-cleaners,Wife,White,Female,0,0,16,United-States,>50K
28936,33,Private,190511,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
28937,46,Private,268022,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,55,Others,>50K
28938,18,Private,20057,Compulsory,4,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
28939,52,Private,206862,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28940,46,Private,189498,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K
28941,28,Private,166320,High School,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28942,37,Private,289886,Bachelors,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,Others,<=50K
28943,23,Other-service,86337,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
28944,45,Local-gov,54190,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
28945,17,Private,147069,Compulsory,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
28946,56,Private,282023,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28947,38,Self-emp-inc,379485,Associate,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
28948,81,Private,129338,Compulsory,4,Married,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
28949,22,Private,99829,Bachelors,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
28950,43,State-gov,182254,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28951,31,Private,109428,Associate,12,Married,Adm-clerical,Wife,White,Female,0,1740,40,United-States,<=50K
28952,42,Self-emp-not-inc,351161,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
28953,66,Other-service,210750,Bachelors,10,Married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
28954,50,Private,132716,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28955,31,Private,242984,Bachelors,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28956,35,Private,101509,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28957,21,Other-service,509629,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
28958,36,Private,119957,Bachelors,13,Divorced,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
28959,33,Private,69727,Compulsory,4,Married,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
28960,36,Private,204590,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United-States,<=50K
28961,37,Other-service,50862,High School,9,Married,Other-service,Husband,White,Male,0,0,55,United-States,<=50K
28962,50,Private,182907,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
28963,55,Private,206487,Bachelors,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28964,29,Private,168015,High School,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
28965,24,Private,149396,Bachelors,10,Never-married,Other-service,Other-relative,Black,Female,0,0,30,Others,<=50K
28966,39,Federal-gov,184964,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
28967,34,Private,398988,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28968,29,Private,128777,Compulsory,4,Divorced,Craft-repair,Unmarried,White,Female,0,0,55,United-States,<=50K
28969,60,Private,252413,Bachelors,10,Married,Craft-repair,Husband,Other,Male,0,0,32,United-States,>50K
28970,33,Private,181372,Masters,14,Married,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
28971,58,Private,216851,Compulsory,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,<=50K
28972,27,Private,106935,Bachelors,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
28973,46,State-gov,363875,Bachelors,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
28974,63,Private,287277,High School,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
28975,38,Self-emp-not-inc,172342,Bachelors,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28976,23,Private,308498,Bachelors,10,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50K
28977,29,Private,122127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
28978,31,Private,106437,Prof-school,15,Married,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
28979,49,Self-emp-inc,306289,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28980,45,Self-emp-inc,201699,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
28981,42,Private,282062,Compulsory,5,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28982,48,Private,235108,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28983,33,Private,339482,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28984,24,Private,181820,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
28985,49,Self-emp-not-inc,99335,Bachelors,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
28986,40,Private,367533,Bachelors,10,Married,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K
28987,57,Private,64960,Associate,11,Married,Prof-specialty,Husband,White,Male,0,1902,45,United-States,<=50K
28988,50,Private,269095,High School,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28989,46,Private,58683,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
28990,35,Self-emp-not-inc,89508,Bachelors,10,Married,Exec-managerial,Husband,White,Male,3908,0,60,United-States,<=50K
28991,19,Private,100999,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
28992,18,Private,34125,Compulsory,6,Never-married,Other-service,Own-child,White,Female,0,0,28,United-States,<=50K
28993,20,Private,115057,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28994,42,Private,139126,High School,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
28995,46,Private,104632,High School,9,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Others,>50K
28996,40,Federal-gov,178866,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
28997,54,Private,139850,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
28998,28,Private,61435,High School,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
28999,38,Private,309230,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29000,28,Private,45613,Bachelors,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
29001,22,Private,272615,Compulsory,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29002,31,Private,54318,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29003,27,Private,165519,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29004,45,Private,48495,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
29005,38,Private,143123,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29006,67,Self-emp-not-inc,431426,Associate,12,Married,Exec-managerial,Wife,White,Female,20051,0,4,United-States,>50K
29007,75,Private,256474,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,16,United-States,<=50K
29008,41,Private,191451,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,>50K
29009,37,Private,99146,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
29010,47,Private,235986,High School,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,Cuba,<=50K
29011,34,Local-gov,429897,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,Mexico,>50K
29012,25,Private,189897,High School,9,Married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29013,52,Private,145155,High School,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29014,27,State-gov,192257,High School,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,40,United-States,<=50K
29015,35,Private,194960,High School,9,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,40,Puerto-Rico,<=50K
29016,44,Local-gov,357814,Compulsory,8,Married,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K
29017,27,Local-gov,137629,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K
29018,42,Private,156526,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,33,United-States,<=50K
29019,26,Private,189238,Compulsory,5,Never-married,Other-service,Own-child,White,Female,0,0,38,El-Salvador,<=50K
29020,23,Private,202989,High School,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
29021,28,Private,25684,High School,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29022,38,Self-emp-not-inc,192939,High School,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29023,28,Private,138692,Bachelors,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
29024,29,Private,222249,High School,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
29025,56,Self-emp-not-inc,201318,Compulsory,5,Married,Exec-managerial,Other-relative,White,Male,3411,0,50,Others,<=50K
29026,23,Other-service,190650,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
29027,30,Private,56004,Bachelors,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
29028,48,Private,182313,Bachelors,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29029,45,Self-emp-not-inc,138962,Bachelors,10,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,72,Others,<=50K
29030,38,Private,277248,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,60,Cuba,>50K
29031,24,Private,125031,High School,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
29032,47,State-gov,216414,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29033,22,Private,171176,High School,9,Never-married,Other-service,Not-in-family,White,Female,0,0,48,Others,<=50K
29034,29,Private,356133,Bachelors,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
29035,45,Private,185397,Associate,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29036,24,Private,308285,High School,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29037,40,Private,56651,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29038,28,Local-gov,154863,Compulsory,5,Married,Craft-repair,Husband,Black,Male,0,0,40,Others,>50K
29039,46,Federal-gov,44706,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K
29040,34,Other-service,222548,Bachelors,10,Married,Other-service,Wife,White,Female,0,0,4,United-States,<=50K
29041,32,Private,248754,Bachelors,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29042,20,Private,104981,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29043,23,Private,315065,Bachelors,10,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
29044,46,Private,188325,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29045,21,Private,221661,High School,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
29046,59,Private,81973,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
29047,31,Private,169122,Bachelors,10,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
29048,48,Private,216734,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29049,34,Private,98101,Compulsory,4,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29050,19,Private,292511,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
29051,20,Private,122971,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
29052,29,Private,124953,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
29053,54,Private,123011,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29054,36,Private,76417,High School,9,Married,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
29055,43,Private,351576,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
29056,46,Federal-gov,33794,Bachelors,13,Married,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K
29057,33,Private,79923,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
29058,33,Private,117983,Compulsory,6,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
29059,36,Private,186110,Bachelors,10,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29060,37,Private,187589,High School,9,Married,Handlers-cleaners,Husband,White,Male,5178,0,40,United-States,>50K
29061,37,Other-service,319685,Associate,11,Married,Other-service,Husband,White,Male,0,0,54,United-States,>50K
29062,64,Other-service,64101,Compulsory,8,Married,Other-service,Husband,White,Male,0,0,24,United-States,<=50K
29063,45,Self-emp-not-inc,162923,High School,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
29064,25,Private,288519,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29065,28,Private,33798,Associate,11,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29066,26,Private,195734,High School,9,Never-married,Adm-clerical,Own-child,White,Female,2354,0,40,United-States,<=50K
29067,23,Private,214120,High School,9,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,United-States,<=50K
29068,24,Private,113515,High School,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29069,58,Self-emp-not-inc,261230,Bachelors,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29070,36,Private,98515,Associate,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
29071,46,Private,187715,Bachelors,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29072,23,Other-service,214238,Compulsory,4,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Mexico,<=50K
29073,32,Private,123964,Bachelors,10,Married,Sales,Husband,White,Male,4386,0,50,United-States,<=50K
29074,26,Private,68991,High School,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
29075,52,Private,292110,Compulsory,3,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
29076,19,Private,198320,High School,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
29077,33,Private,709798,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
29078,60,Private,372838,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29079,39,Private,160402,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
29080,45,Private,98475,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
29081,37,Local-gov,97136,Bachelors,10,Married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
29082,29,Private,136985,Associate,12,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29083,53,Private,187356,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,66,United-States,<=50K
29084,46,State-gov,107231,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,1740,40,United-States,<=50K
29085,20,Private,305874,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
29086,39,Private,290922,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
29087,48,Private,248254,Bachelors,10,Married,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K
29088,38,Private,160808,High School,9,Married,Craft-repair,Husband,Black,Male,4386,0,48,United-States,<=50K
29089,36,Private,247321,High School,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29090,53,Private,247651,Compulsory,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,<=50K
29091,29,Private,214702,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1974,35,United-States,<=50K
29092,64,Private,75577,Compulsory,4,Married,Adm-clerical,Husband,White,Male,2580,0,50,United-States,<=50K
29093,34,Private,561334,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29094,36,Other-service,224886,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29095,41,Local-gov,401134,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
